EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,E.8.B,E.8.B.u,E.8.B.N,E.8.G,E.8.G.u,E.8.G.N,R.8.B,R.8.B.u,R.8.B.N,R.8.G,R.8.G.u,R.8.G.N,M.8.B,M.8.B.u,M.8.B.N,M.8.G,M.8.G.u,M.8.G.N
4,I,11,1103,974611686,Hele landet,Rogaland,Stavanger,Gosen skole,53,2.6,59,52,2.6,54,51,2.3,59,52,2.5,53,52,2.7,59,51,2.4,54
4,I,54,5401,974566516,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Tromsø,Sommerlyst skole,53,1.9,89,52,2.4,66,51,1.9,87,54,2.2,64,55,1.9,87,51,2,66
4,I,50,5001,975279103,Hele landet,Trøndelag - Trööndelage,Trondheim,Blussuvoll skole,53,1.8,90,51,2.1,84,51,1.9,90,53,1.9,82,53,1.9,91,49,1.8,82
4,I,38,3807,975278204,Hele landet,Vestfold og Telemark,Skien,Menstad ungdomsskole,53,2.4,54,50,2.4,51,51,2.3,53,52,2.4,50,54,2.7,54,50,2.3,50
4,I,46,4645,975276430,Hele landet,Vestland,Askvoll,Askvoll skule,53,4.6,14,46,5,13,51,3.3,14,53,5.6,13,54,5.1,14,50,4.1,14
4,I,30,3025,974578387,Hele landet,Viken,Asker,Torstad ungdomsskole,53,2.3,71,53,2.3,65,51,2.2,71,54,2.5,66,56,2.1,71,53,2.4,66
4,I,30,3024,992382597,Hele landet,Viken,Bærum,Hundsund ungdomsskole,53,2.3,49,54,1.9,64,51,2.6,50,55,1.9,64,54,2.7,51,52,2.1,63
4,I,30,3005,975299481,Hele landet,Viken,Drammen,Svensedammen ungdomsskole,53,2.1,84,52,2.2,80,51,1.9,88,53,2.2,85,54,1.9,85,50,2,84
4,I,30,3029,975272621,Hele landet,Viken,Lørenskog,Hammer skole,53,2.2,49,54,2.2,54,51,2.5,50,53,2.3,56,53,2.6,49,48,1.9,55
4,I,11,1127,974551411,Hele landet,Rogaland,Randaberg,Grødem skole,54,3.3,32,53,3.7,22,51,3.3,33,55,3.9,22,53,3.8,32,52,2.9,22
4,I,11,1130,975275507,Hele landet,Rogaland,Strand,Jørpeland ungdomsskole,54,2.6,44,50,3.1,35,51,2.5,44,50,2.6,36,53,2.4,47,47,2.4,34
4,I,50,5001,975279073,Hele landet,Trøndelag - Trööndelage,Trondheim,Sunnland skole,54,2.2,57,51,2.9,41,51,2.3,57,52,3.2,38,55,2.7,56,51,2.8,40
4,I,38,3803,975295826,Hele landet,Vestfold og Telemark,Tønsberg,Ringshaug ungdomsskole,54,2.6,35,52,2.2,47,51,2.2,35,53,2.4,48,52,2.4,35,50,2.1,47
4,I,46,4601,974738015,Hele landet,Vestland,Bergen,Gimle Oppveksttun Skole,54,2,102,52,1.8,95,51,1.9,98,51,2.3,95,54,2.1,100,48,2,92
4,I,46,4601,874738522,Hele landet,Vestland,Bergen,Hop Oppveksttun skole,54,2,77,53,3,51,51,2.1,76,54,2.9,51,55,2.1,75,53,3,51
4,I,46,4601,974738309,Hele landet,Vestland,Bergen,Nattland Oppveksttun - skole,54,2.2,69,53,2.4,57,51,2.1,68,54,2.5,58,54,1.9,65,49,2.4,57
4,I,46,4601,992584602,Hele landet,Vestland,Bergen,Rådalslien skole,54,2.1,62,50,1.9,73,51,2.3,62,52,1.7,75,55,2.2,62,50,2,75
4,I,3,301,974590131,Hele landet,Oslo,Oslo,Ruseløkka skole,55,2.7,45,53,3,41,51,3.2,45,53,3.3,41,51,3.6,45,51,3,41
4,I,11,1103,874735582,Hele landet,Rogaland,Stavanger,Gautesete skole,55,1.7,65,53,2.5,52,51,2.2,65,52,2.9,52,53,2.1,64,48,2.4,52
4,I,11,1103,974611600,Hele landet,Rogaland,Stavanger,Hinna skole,55,2.7,47,53,2.4,39,51,2.2,46,53,2.4,39,53,2.5,47,49,2.6,39
4,I,30,3024,974552310,Hele landet,Viken,Bærum,Bjørnegård skole,55,2.4,53,56,2.6,50,51,2.9,53,54,3,50,54,2.8,53,52,3.3,50
4,I,3,301,874590002,Hele landet,Oslo,Oslo,Manglerud skole,57,2.1,54,54,2.8,41,51,2.5,54,50,2.8,39,54,2.9,56,48,2.5,42
4,I,30,3006,886086202,Hele landet,Viken,Kongsberg,Stiftelsen Kongsberg International School,62,5.4,10,57,3.8,10,51,5.8,10,49,3.1,10,60,6.8,10,52,3.5,10
4,I,34,3452,974596946,Hele landet,Innlandet,Vestre Slidre,Vestre Slidre skule,50,4.3,15,53,3.3,10,52,3.7,14,57,3.4,10,56,2.7,14,52,3.3,10
4,I,54,5419,974569728,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Sørreisa,Sørreisa sentralskole,50,5.2,15,49,5.6,12,52,5.3,14,50,4.9,12,49,4.5,16,48,5.1,11
4,I,30,3007,975299708,Hele landet,Viken,Ringerike,Haugsbygd ungdomsskole,50,3.2,43,49,2.8,26,52,2.7,41,53,3.5,27,52,2.7,42,50,2.7,26
4,I,38,3804,974594412,Hele landet,Vestfold og Telemark,Sandefjord,Ranvik ungdomsskole,51,2.7,41,52,2.3,56,52,3.5,41,53,2.8,54,55,2.8,40,49,2.3,55
4,I,30,3004,986779795,Hele landet,Viken,Fredrikstad,Wang Fredrikstad AS,51,2,31,51,3.3,29,52,2.1,31,57,3.1,29,54,2.4,31,53,3.3,29
4,I,50,5060,975268969,Hele landet,Trøndelag - Trööndelage,Nærøysund,Kolvereid skole,52,3.1,31,,,,52,2.6,30,,,,52,3.3,30,,,
4,I,46,4647,975276538,Hele landet,Vestland,Sunnfjord,Vassenden skule,52,4.8,13,49,5.5,11,52,4.1,13,53,6.3,11,54,4,13,55,4.9,12
4,I,30,3025,974578360,Hele landet,Viken,Asker,Risenga ungdomsskole,52,2.2,70,53,2.7,59,52,2.1,70,55,2.7,59,53,2.1,70,52,2.3,59
4,I,30,3006,975284727,Hele landet,Viken,Kongsberg,Tislegård ungdomsskole,52,1.8,73,54,2.4,55,52,1.9,72,57,2.4,54,55,1.9,72,54,2.4,54
4,I,30,3019,986236856,Hele landet,Viken,Vestby,Grevlingen skole,52,2.5,65,52,3.1,42,52,2.5,66,54,3.1,42,53,2.4,64,51,3.1,43
4,I,11,1124,925910325,Hele landet,Rogaland,Sola,Kjerrberget ungdomsskole,53,3.3,38,54,2.5,42,52,2.4,38,52,2.2,43,55,3.3,38,50,2.7,42
4,I,11,1121,979150229,Hele landet,Rogaland,Time,Lye ungdomsskule,53,3,23,,,,52,3,23,,,,,,,,,
4,I,54,5401,986571108,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Tromsø,Langnes skole,53,2,69,51,2.8,52,52,2,69,53,2.7,53,53,2,69,52,2.4,52
4,I,50,5001,975279057,Hele landet,Trøndelag - Trööndelage,Trondheim,Ugla skole,53,2,83,52,2.3,60,52,2.2,84,55,2,60,54,2.1,84,51,2.3,60
4,I,38,3803,973915908,Hele landet,Vestfold og Telemark,Tønsberg,Granly skole,53,3.8,20,49,5.3,13,52,4.6,20,51,5.1,14,56,5.1,20,46,4.6,12
4,I,30,3025,973746979,Hele landet,Viken,Asker,Slemmestad ungdomsskole,53,2.1,54,51,2.2,53,52,2.3,53,52,2.7,52,53,2.3,54,47,2.6,52
4,I,30,3020,975272842,Hele landet,Viken,Nordre Follo,Hellerasten skole,53,2.6,46,53,2.6,48,52,2.5,45,57,2.6,48,52,3.4,46,52,2.8,48
4,I,30,3020,875272802,Hele landet,Viken,Nordre Follo,Ingieråsen skole,53,2.8,49,55,2.7,45,52,2.7,49,56,2.7,46,54,2.4,49,54,2.2,47
4,I,42,4206,975295087,Hele landet,Agder,Farsund,Lista ungdomsskole,54,3,38,46,3.3,33,52,2.8,39,49,2.9,35,55,3,39,47,2.6,35
4,I,34,3405,915225284,Hele landet,Innlandet,Lillehammer,Norges Toppidrettsgymnas ungdomsskole Lillehammer AS,54,3.3,16,48,4.7,13,52,3.4,17,57,4.5,15,52,3.8,17,53,3.6,15
4,I,3,301,974590603,Hele landet,Oslo,Oslo,Bjørnsletta skole,54,3.4,37,54,2.2,55,52,3,40,57,2.4,56,55,2.7,40,52,2.5,56
4,I,11,1103,974611244,Hele landet,Rogaland,Stavanger,Austbø skole,54,2.4,53,51,2.7,56,52,2.6,53,53,2.9,57,56,2.6,53,47,2.6,57
4,I,46,4601,973159658,Hele landet,Vestland,Bergen,Foreningen Danielsen ungdomsskole Bergen,54,2.6,52,56,2.8,36,52,2.9,52,57,3.3,35,55,2.3,52,54,3.1,35
4,I,30,3005,975284476,Hele landet,Viken,Drammen,Børresen ungdomsskole,54,2.2,43,53,2.6,60,52,2.4,43,56,2.6,61,54,2.7,44,52,2.4,60
4,I,30,3002,975280454,Hele landet,Viken,Moss,Hoppern skole,54,1.7,66,51,2.2,69,52,2.1,68,51,2.1,68,50,2,68,46,2,69
4,I,30,3020,985548277,Hele landet,Viken,Nordre Follo,Flåtestad skole,54,2.5,48,53,2.6,48,52,2.7,48,54,2.6,47,56,2.6,48,51,2.2,47
4,I,30,3020,974593580,Hele landet,Viken,Nordre Follo,Kråkstad skole,54,5.1,25,57,5.9,16,52,4.1,26,55,5.6,16,57,4.8,26,51,4.1,16
4,I,42,4203,974117061,Hele landet,Agder,Arendal,St Franciskus skole,55,5.2,10,47,3.7,29,52,5.2,10,49,3.8,28,,,,,,
4,I,34,3403,975270548,Hele landet,Innlandet,Hamar,Børstad ungdomsskole,55,2.7,35,49,2.2,53,52,2.7,35,50,2.3,55,54,3.2,35,46,1.8,53
4,I,3,301,974589850,Hele landet,Oslo,Oslo,Høyenhall skole,55,3.2,33,49,3,27,52,3.8,33,51,3.5,29,51,3.7,33,48,3.3,28
4,I,3,301,997621506,Hele landet,Oslo,Oslo,Nordpolen skole,55,3.5,30,51,3.7,21,52,3.1,32,52,4.3,21,55,3.2,32,46,3,21
4,I,50,5001,975300102,Hele landet,Trøndelag - Trööndelage,Trondheim,Rosten skole,55,3.1,34,50,2.8,43,52,3.2,33,49,3.1,42,55,3.5,32,47,3,41
4,I,3,301,912187071,Hele landet,Oslo,Oslo,Sofienberg skole,56,3.2,51,53,2.6,52,52,3.2,50,51,2.8,51,53,2.5,50,48,2.4,51
4,I,30,3023,975272907,Hele landet,Viken,Nesodden,Tangenåsen ungdomsskole,56,2.5,32,56,2.4,49,52,2.5,33,54,2.4,49,55,3.2,33,50,2.5,48
4,I,15,1507,975289435,Hele landet,Møre og Romsdal,Ålesund,Ørskog skule 1-10 skule,59,4.8,12,53,6,11,52,5.6,12,57,5.6,11,52,4.8,12,54,7,11
4,I,30,3025,998258383,Hele landet,Viken,Asker,Stiftelsen Asker International School,63,3.5,24,61,3.8,16,52,5,20,49,4.4,16,59,4.8,24,53,3.9,16
4,I,38,3807,915779328,Hele landet,Vestfold og Telemark,Skien,Telemark Toppidrett ungdomsskole Skien AS,51,3.6,20,49,4.2,11,53,3.4,20,59,3.6,11,57,4.6,20,58,5.1,11
4,I,42,4204,985260044,Hele landet,Agder,Kristiansand,Holte skole,52,2.5,54,51,2.4,47,53,2.3,54,56,2.3,46,57,2.4,55,51,2.2,47
4,I,15,1506,973994581,Hele landet,Møre og Romsdal,Molde,Skjevik barne- og ungdomsskole,52,5.9,13,48,3.8,15,53,5.4,12,49,2.7,14,,,,,,
4,I,3,301,974590611,Hele landet,Oslo,Oslo,Nordseter skole,52,2.1,69,54,2.2,73,53,2.1,71,57,2,74,55,2.2,69,52,2.1,73
4,I,34,3453,875294792,Hele landet,Innlandet,Øystre Slidre,Øystre Slidre ungdomsskule,53,4.9,18,49,5.3,11,53,4.7,18,51,3,11,50,3.9,18,43,2.3,11
4,I,11,1103,916579632,Hele landet,Rogaland,Stavanger,Wang Ung Stavanger AS,53,2.8,33,52,3.3,27,53,2.7,33,54,3.4,27,57,2.5,33,53,3.1,27
4,I,30,3024,974552353,Hele landet,Viken,Bærum,Østerås skole,53,2.3,53,54,2.2,65,53,2.5,51,57,1.9,65,54,2.4,51,54,2,65
4,I,18,1804,986755063,Hele landet,Nordland,Bodø,Bodøsjøen skole,54,4.7,20,47,4.8,17,53,4.9,19,52,4.2,17,51,5.6,19,48,4.5,17
4,I,3,301,974590328,Hele landet,Oslo,Oslo,Uranienborg skole,54,4,23,56,3.1,30,53,3.9,23,55,3.7,30,56,4,23,53,3.7,30
4,I,11,1127,974551438,Hele landet,Rogaland,Randaberg,Goa skole,54,3.9,18,50,4.8,18,53,4.2,18,49,4.4,17,55,4.8,18,48,3.8,18
4,I,38,3814,975278328,Hele landet,Vestfold og Telemark,Kragerø,Kragerø skole,54,3.2,28,50,4.2,30,53,2.8,27,50,3.3,28,53,3,29,47,2.8,30
4,I,46,4601,874737992,Hele landet,Vestland,Bergen,Rothaugen skole,54,1.9,113,52,2.3,71,53,2.1,106,52,2.2,73,52,1.9,114,48,1.8,72
4,I,30,3029,825308512,Hele landet,Viken,Lørenskog,Wang Romerike AS,54,2.1,35,54,3.3,29,53,1.7,35,58,3.3,29,55,2.4,35,54,2.9,29
4,I,3,301,974589737,Hele landet,Oslo,Oslo,Bøler skole,55,2.9,40,55,2.6,34,53,2.8,42,59,3.1,34,56,2.7,41,55,3.4,34
4,I,3,301,876805022,Hele landet,Oslo,Oslo,Skøyenåsen skole,55,1.7,97,56,1.7,109,53,1.8,97,59,1.9,109,57,1.7,96,54,1.9,109
4,I,34,3416,975290360,Hele landet,Innlandet,Eidskog,Eidskog ungdomsskole,56,3,22,50,2.9,29,53,3.5,21,51,3.2,29,59,4.2,22,52,3.4,29
4,I,46,4601,974117045,Hele landet,Vestland,Bergen,St Paul skole,56,3.6,22,56,2.5,33,53,3.3,22,53,3,33,56,4.2,22,53,2.3,33
4,I,3,301,974117088,Hele landet,Oslo,Oslo,St Sunniva skole Avd Undervisning,58,3,31,54,2.9,30,53,2.6,32,52,4,29,56,2.3,32,50,2.8,29
4,I,3,301,973480634,Hele landet,Oslo,Oslo,Den Tysk-Norske skolen i Oslo,59,5.6,12,60,3.8,19,53,6.8,11,57,3.6,17,59,5,12,57,3.2,19
4,I,30,3002,813943492,Hele landet,Viken,Moss,Childrens International School Moss AS,61,3.7,11,61,4.8,10,53,5.5,10,56,5.4,10,,,,,,
4,I,54,5401,915239013,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Tromsø,Norges Toppidrettsgymnas ungdomsskole Tromsø AS,50,4.8,15,54,3.2,17,54,4.8,15,58,3.1,17,55,4.6,15,55,3.1,17
4,I,3,301,974590581,Hele landet,Oslo,Oslo,Brannfjell skole,53,1.9,106,54,2,88,54,2.1,105,56,2.1,86,56,1.9,105,51,1.8,90
4,I,3,301,918399267,Hele landet,Oslo,Oslo,Vollebekk skole,53,2.3,47,55,2.1,60,54,2.5,47,56,2.3,60,53,2.6,47,52,2.4,60
4,I,3,301,913946065,Hele landet,Oslo,Oslo,Wang Ung Oslo AS,53,1.9,67,53,2,55,54,2,68,57,2.2,55,57,2,67,58,2.3,55
4,I,38,3804,918374221,Hele landet,Vestfold og Telemark,Sandefjord,Wang Ung Sandefjord AS,53,2.8,40,,,,54,2.6,40,58,3.4,23,56,2.8,41,55,3.3,23
4,I,46,4651,975277089,Hele landet,Vestland,Stryn,Olden skule,53,5.8,13,50,4.1,17,54,5.1,13,53,3.9,17,57,6.6,13,52,3.6,17
4,I,30,3025,974578379,Hele landet,Viken,Asker,Solvang ungdomsskole,54,2.6,45,54,2.4,54,54,2.5,46,54,2.1,57,56,2.6,46,52,2.2,58
4,I,3,301,913511204,Hele landet,Oslo,Oslo,Fagerborg skole,55,2.3,66,54,2.3,66,54,2.3,67,55,2.3,68,54,2.2,68,51,2.4,66
4,I,3,301,979120087,Hele landet,Oslo,Oslo,Nordberg skole,55,1.9,78,53,2,78,54,1.9,76,58,2,79,57,2.5,75,53,1.9,78
4,I,3,301,926000705,Hele landet,Oslo,Oslo,Nordstrand ungdomsskole,55,2,73,53,2.5,52,54,2,75,55,2.4,53,56,2.6,75,50,2.2,53
4,I,54,5402,974626829,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Harstad - Hárstták,Kila skole,55,4.1,19,46,3.4,23,54,3.5,19,48,3.7,23,53,3.8,20,47,3.6,19
4,I,30,3024,974552302,Hele landet,Viken,Bærum,Bekkestua skole,55,2.2,90,54,2.1,80,54,1.9,87,56,2.1,80,56,2,89,52,2,80
4,I,30,3031,975272540,Hele landet,Viken,Nittedal,Nittedal ungdomsskole,55,2.2,70,53,2.2,58,54,2.1,73,56,2.4,57,57,2.2,72,52,2,56
4,I,3,301,874590592,Hele landet,Oslo,Oslo,Hovseter skole,56,1.7,114,53,1.5,105,54,1.9,114,56,1.7,106,55,1.9,116,54,1.7,106
4,I,3,301,987131780,Hele landet,Oslo,Oslo,Kastellet skole,56,3.4,33,51,3.3,29,54,3.1,33,54,3.4,28,58,3.7,33,54,3.5,29
4,I,3,301,974590166,Hele landet,Oslo,Oslo,Sagene skole,56,3.7,21,53,4.3,22,54,4.9,19,50,4.5,22,54,4,22,48,4,23
4,I,3,301,974590395,Hele landet,Oslo,Oslo,Årvoll skole,56,2.5,54,54,3.1,41,54,2.9,53,56,3.3,39,55,2.4,56,53,3.4,43
4,I,3,301,974590026,Hele landet,Oslo,Oslo,Marienlyst skole,57,2.3,60,56,2.2,70,54,2.5,60,58,2.3,70,59,2.5,60,55,2.5,70
4,I,3,301,974589931,Hele landet,Oslo,Oslo,Lambertseter skole,58,2.6,39,55,3.1,35,54,2.6,39,52,3,35,57,2.4,40,47,2.9,33
4,I,30,3024,990672938,Hele landet,Viken,Bærum,Norges Toppidrettsgymnas ungdomsskole Bærum AS,53,2,56,53,3.5,33,55,2.2,57,58,2.2,33,59,2,57,55,2.6,33
4,I,30,3024,974552329,Hele landet,Viken,Bærum,Hosletoppen skole,55,2.2,60,54,2.1,58,55,2,60,57,2.2,58,56,1.9,60,54,1.9,58
4,I,3,301,975013286,Hele landet,Oslo,Oslo,Kristelig gymnasium AS Grunnskole,56,2.2,62,56,2.2,61,55,2.4,63,58,2.3,63,57,2.1,63,55,1.9,63
4,I,3,301,974590808,Hele landet,Oslo,Oslo,Midtstuen skole,56,1.6,95,54,2.1,79,55,1.6,97,57,1.9,77,59,1.6,94,57,2,80
4,I,3,301,974590638,Hele landet,Oslo,Oslo,Øraker skole,57,2,73,56,2,52,55,2.1,74,58,2.5,52,60,2.2,73,55,2.6,52
4,I,3,301,974590093,Hele landet,Oslo,Oslo,Oppsal skole,58,3.7,29,60,3.5,23,55,3.3,30,58,3.4,24,57,3.5,29,51,3.5,24
4,I,30,3024,874552372,Hele landet,Viken,Bærum,Ringstabekk skole,55,1.8,64,54,1.8,65,56,1.8,63,57,2.1,65,57,2,64,54,2,65
4,I,3,301,998469635,Hele landet,Oslo,Oslo,Morellbakken skole,56,2.3,70,56,2,58,56,2.2,72,61,2,58,57,2.2,72,55,2,58
4,I,3,301,974590824,Hele landet,Oslo,Oslo,Ris skole,57,1.5,109,56,1.5,135,57,1.8,108,58,1.5,136,61,1.7,108,55,1.6,135
4,I,11,1106,971816287,Hele landet,Rogaland,Haugesund,Haugesund Toppidrettsgymnas AS,57,4.3,16,51,7.4,11,57,4.8,16,52,5.4,11,58,3.7,16,52,5.7,11
4,I,3,301,979127642,Hele landet,Oslo,Oslo,Engebråten skole,57,1.4,117,55,1.6,117,59,1.4,117,58,1.7,119,60,1.5,117,54,1.6,117
4,I,30,3024,816691842,Hele landet,Viken,Bærum,Norges Realfagsgymnas ungdomsskole Bærum AS,62,1.6,54,64,2.4,27,59,2,54,63,3.2,27,67,1.7,54,68,2.6,27
4,I,38,3805,975271366,Hele landet,Vestfold og Telemark,Larvik,Lardal skole,44,4.3,23,51,6.4,10,,,,,,,47,3.9,23,47,7.9,10
4,I,54,5430,975279707,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Guovdageaidnu - Kautokeino,Kautokeino skole,45,6.2,11,,,,,,,,,,43,4.9,13,,,
4,I,18,1822,874581372,Hele landet,Nordland,Leirfjord,Leirfjord barne- og ungdomsskole,47,8.9,10,51,4.4,10,,,,,,,,,,,,
4,I,50,5006,975268837,Hele landet,Trøndelag - Trööndelage,Steinkjer,Egge ungdomsskole,47,2.5,44,,,,,,,50,2.3,46,,,,48,2.7,45
4,I,15,1506,973994654,Hele landet,Møre og Romsdal,Molde,Vågsetra barne- og ungdomsskole,49,3.8,20,42,4.3,13,,,,,,,48,3.4,20,48,4.5,13
4,I,18,1848,975292924,Hele landet,Nordland,Steigen,Steigenskolen Leinesfjord,49,5,17,53,5.8,10,,,,,,,47,5.2,17,45,3.9,14
4,I,30,3052,975284018,Hele landet,Viken,Nore og Uvdal,Rødberg skole,49,5.5,10,48,4,10,,,,,,,,,,,,
4,I,11,1108,986978070,Hele landet,Rogaland,Sandnes,Sandnes friskole AS,50,3.8,15,54,5.5,13,,,,,,,53,4.6,14,49,5.2,13
4,I,46,4617,975289257,Hele landet,Vestland,Kvinnherad,Husnes ungdomsskule,50,2.5,53,46,2.1,49,,,,,,,51,2.7,53,45,2.3,49
4,I,46,4631,975299163,Hele landet,Vestland,Alver,Radøy ungdomsskule,51,3.3,28,48,3.5,27,,,,,,,48,4,30,45,3.4,26
4,I,30,3014,911632179,Hele landet,Viken,Indre Østfold,Askim ungdomsskole,51,2,83,51,1.8,100,,,,,,,51,2.3,83,50,1.6,100
4,I,11,1103,975275272,Hele landet,Rogaland,Stavanger,Rennesøy skule,55,3.3,27,52,2.7,38,,,,,,,56,3.2,27,53,2.7,37
4,I,3,301,915601618,Hele landet,Oslo,Oslo,Norlights International School Oslo AS,58,4.5,15,65,3.8,11,,,,,,,57,4.3,15,56,5.5,11
4,I,11,1103,820332342,Hele landet,Rogaland,Stavanger,Biss Gausel,60,4.1,12,62,2.3,28,,,,,,,,,,,,
4,I,50,5001,986859659,Hele landet,Trøndelag - Trööndelage,Trondheim,Stiftelsen Trondheim International School,61,5.3,10,60,4.6,14,,,,,,,56,5.2,10,49,6.2,14
